1,-7,7
2,-4.5,7
3,-1.3,7
4,1.3,7
5,4.5,7
6,7,7
7,-7,4.5
8,-4.5,4.5
9,-1.3,4.5
10,1.3,4.5
11,4.5,4.5
12,7,4.5
13,-7,1.3
14,-4.5,1.3
15,-1.3,1.3
16,1.3,1.3
17,4.5,1.3
18,7,1.3
19,-7,-1.3
20,-4.5,-1.3
21,-1,-1.3
22,1.3,-1.3
23,4.5,-1.3
24,7,-1.3
25,-7,-4.5
26,-4.5,-4.5
27,-1.3,-4.5
28,1.3,-4.5
29,4.5,-4.5
30,7,-4.5
31,-7,-7
32,-4.5,-7
33,-1.3,-7
34,1.3,-7
35,4.5,-7
36,7,-7
